µØµã,¶ÌÆÀ,³ö·¢Ê±¼ä,ÌìÊý,ÈË¾ù·ÑÓÃ,ÈËÎï,Íæ·¨,ä¯ÀÀÁ¿
¿¦ÄÉË¹,ºÜÒÅº¶£¬ÈËÈË¶¼ÖªµÀÖÐ¹úÑ©Ïç£¬È´²»ÏþµÃÓÐ¸ö¡°¼«ÃÀÑ©Ïç¡±¿áìÅµÃÁîÈËÐÄÌÛ£¡,/2018/11/27,2,1000,ÈýÎåºÃÓÑ,µÚÒ»´Î?Éî¶ÈÓÎ?»·ÓÎ?ÉãÓ°?ÈËÎÄ?¶¬¼¾,9564
ÄþÔ¶,ºþÄÏÓÀÖÝÄþÔ¶×Ô¼ÝÒ»¸öÆ«Ô¶Ð¡ÏØ³ÇµÄÃÀÊ³È«¹¥ÂÔ,/2018/12/08,2,50,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÉãÓ°?ÃÀÊ³?ÈËÎÄ,9250
Öéº£,Öé°Äº£ÍåÓÎ£¬ÉÍÁ½µØ·ç¹â£¬Ò»´ÎÄÑÍüµÄÂÃ³Ì£¡,/2018/12/09,2,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÓÎÂÖ?ÂþÓÎ?ÉãÓ°?ÈËÎÄ?º£±õº£µº,22000
³É¶¼,¹ä³Ô²»Í£Ðª£¬°²ÒÝµÄÔÚ³É¶¼¶È¹ýÉîÇïÊ±¹â,/2018/12/19,5,2500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³?ÈËÎÄ,13000
³É¶¼,ÉÙ²»Èë´¨£¬ÀÏ²»ÀëÊñ¡£ËµËµ³É¶¼Õâ³ÔÁË¾Í²»Ïë×ßµÄ³ÇÊÐ¡£,/2018/12/19,3,2000,ÈýÎåºÃÓÑ,µÚÒ»´Î?ÃÀÊ³?ÈËÎÄ?¹úÇì,34000
Öéº£,¶¬ÓÎ¶«°Äµº£¬ÏíÊÜÒ»¶ÎÃÀºÃµÄº£µºÇ××ÓÊ±¹â,/2018/12/15,3,2000,Ç××Ó,µÚÒ»´Î?Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÂþÓÎ?ÉãÓ°?ÃÀÊ³?º£±õº£µº?¶¬¼¾?º®¼Ù,19000
³±ÖÝ,¹ä³Ô¹ä³Ô¿´³±ÉÇ,/2018/12/14,3,1100,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?¶¬¼¾,8761
±±¾©,´ø×Å°ÖÂèÈ¥ÂÃÐÐ£¬Ê±¹â¼ÇÒä±±¾©ÃÎ,/2018/04/27,3,2500,¼ÒÍ¥,ÈËÎÄ?ÎåÒ»,67000
ÏÃÃÅ,¡¾·¢ÓÎ¼ÇÓ®ÏÞ¶¨Ê¥µ®ÀñÎï¡¿Ñ°ÃÙÄÖÊÐÖÐµÄ¹ÅÔçÎ¶£¬ÕâÊÇÒ»·Ý¹ØÓÚÏÃÃÅµÄÃÀÊ³¹¥ÂÔ,/2018/12/01,3,2400,ÈýÎåºÃÓÑ,ÉãÓ°?ÃÀÊ³?ÈËÎÄ?º£±õº£µº?¶¬¼¾,11000
³þÐÛÊÐ,¹úÇìµáÎ÷ÄÏÐ¡ÖÚÓÎ,/2018/10/01,6,2000,¼ÒÍ¥,×Ô¼Ý?¹úÇì,5200
ÏÃÃÅ,ÅÝÅÝÎÂÈª£¬¹ä¹äÍøºìÊ¥µØ¡ª¡ªÏÃÃÅ£¬´ø×Å»ØÒäÈ¥Ð¡ÓÎ¡£¡£,/2018/12/08,2,1000,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÂþÓÎ?ÉãÓ°?ÈËÎÄ?ÎÂÈª?Ê¥µ®?¶¬¼¾,2262
³ÐµÂ,ÃÀÅ®ÃÜÔÆÓö¼ûÁËË§¸ç³ÐµÂ,/2018/12/11,3,1000,ÈýÎåºÃÓÑ,×Ô¼Ý?¹ÅÕò?ÎÂÈª?»¬Ñ©,28000
Ì«Ô­,ÃÎÀï¹Å³ÇÉ½Î÷Ò»³¡¹ØÓÚÃÀÊ³ÓëÃÀ¾°µÄ·çÎ¶Ö®ÂÃ~,/2018/11/24,5,1000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¹ÅÕò?ÉãÓ°?¶¬¼¾,10000
Èû¸çÎ¬ÑÇ,Î÷°àÑÀ¡ª¡ª¿¨Ë¹µÙÀûÑÇ-À³°º£¬ÎÒÃÇ²»ÆÚ¶øÓö,/2017/07/22,3,240,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©?ÇîÓÎ?×Ô¼Ý?ÉãÓ°?ÈËÎÄ?ÏÄ¼¾?Êî¼Ù,9495
Î÷°²,Ê®ËÄ³¯¹Å¶¼£­ÃÎ»Ø³¤°²,/2018/12/10,4,2000,¼ÒÍ¥,ÈËÎÄ?µÚÒ»´Î?ÂþÓÎ?¶¬¼¾,12000
³É¶¼,³É¶¼Çë´ÍÎÒÒ»³¡ÈË¼äÑÌ»ð|³ÇÎ÷ÈýÈÕÐÐ¼Ç,/2018/12/07,3,500,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?ÂþÓÎ?ÈËÎÄ,16000
ÎÚÂ³Ä¾ÆëÏØ,Óµ±§×îÎÂÅ¯µÄ±ùÑ©ÊÀ½çÌåÑé»§Íâ´©±È»ùÄá»¬Ñ©µÄ¼«ÖÂËáË¬£¡,/2018/11/24,1,200,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÃÀÊ³?ÎÂÈª?»¬Ñ©?¶¬¼¾,9051
ÓÀÌ©,ÓÀÌ©×¯Õ¯--°Ù»¨Æë·ÅµÄ¸£½¨¹Å½¨ÖþÖÐµÄÓÖÒ»¶ä¡°ÆæÝâ¡±,/2018/12/07,3,800,ÈýÎåºÃÓÑ,µÚÒ»´Î?Éî¶ÈÓÎ?ÉãÓ°?ÈËÎÄ?¶¬¼¾,8195
ÌÆÉ½,ÌÆÉ½¶¬ÓÎÓµ±§ÐÇ³½Óë´óº££¬×ßÒ»ÔâÎÄÒÕµÄÌ½ÃØÖ®ÂÃ,/2018/12/07,3,2000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÈËÎÄ?ÎÂÈª?¶¬¼¾,82000
±±¾©,±±¾©ÉÍÇï´ò¿¨¹¥ÂÔ£¬³ýÁË¹Ê¹¬ÕâÐ©µØ·½Ò²ºÜÖµµÃÈ¥,/2018/11/09,3,2000,ÈýÎåºÃÓÑ,µÚÒ»´Î?¹ÅÕò?ÉãÓ°?ÉÍÇï,7744
³É¶¼,¡¾·¢ÓÎ¼ÇÓ®ÏÞ¶¨Ê¥µ®ÀñÎï¡¿ÐÐ×ßÔÚ³É¶¼µÄÎÄÒÕ·¶¶ù£¬ÕâÒ»´Î´øÄã½âËøÄÇÐ©Íøºì´ò¿¨µã,/2018/11/27,2,1350,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÉãÓ°?ÉÍÇï,11000
³É¶¼,³Ô»õµÄ³É¶¼µØÍ¼£¬ÓÐÃ»ÓÐÊÔ¹ýÒòÃÀÊ³°®ÉÏÒ»×ù³ÇÊÐ£¿,/2018/11/10,3,1500,ÈýÎåºÃÓÑ,µÚÒ»´Î?ÃÀÊ³?ÈËÎÄ?ÉÍÇï,42000
æÄÔ´,æÄÔ´Ñ°Çï,/2018/11/22,4,1300,ÈýÎåºÃÓÑ,×Ô¼Ý,1931
±±º£,±±º£¡¢ä¶ÖÝµº8ÈÕÓÎ,/2018/02/13,6,300,ÈýÎåºÃÓÑ,ÃÀÊ³?º£±õº£µº?ÓÎÂÖ?µÚÒ»´Î?Éî¶ÈÓÎ?¶¬¼¾?´º½Ú,13000
»Æ¹ûÊ÷,¾»ÐÄÖ®ÂÃÖ®èó¾»É½¡¢»Æ¹ûÊ÷ÆÙ²¼¡¢ÕòÔ¶¹ÅÕò----5Ìì4Íí,/2018/11/28,5,2500,¼ÒÍ¥,ÂþÓÎ,6580
º¼ÖÝ,ÔÚº¼ÖÝ£¬ÂÔÒ»³¡ÏÄ£¬ÉÍÒ»³¡Çï,/2018/05/27,5,1000,¶À×ÔÒ»ÈË,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?ÆïÐÐ?Í½²½?ÉãÓ°?ÈËÎÄ?ÉÍ·ã?ÏÄ¼¾?ÉÍÇï,23000
¹¥ÂÔ,26Äê£¬¹ãÖÝ~ÎªÄã¶ø·è¿ñ£¡,/2018/12/08,2,1500,¼ÒÍ¥,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?ÇîÓÎ?Í½²½?»·ÓÎ?ÂþÓÎ?¹ºÎï?ÉãÓ°?ÃÀÊ³?ÈËÎÄ?¿çÄê?Ì¤´º?ÏÄ¼¾?ÉÍÇï?¹úÇì?Ê¥½Ú?Ê¥µ®?¶¬¼¾?º®¼Ù,25000
¹óÑô,¡¸¹óÑô¡¹²»ÆÚ¶øÓöµÄÃÀÊ³Ö®ÂÃ£¨¸½¶¥¼¶³Ô»õÃÀÊ³Ì½µê£«×¡ËÞ£«¾°µã´ò¿¨£©,/2018/08/16,3,1000,ÇéÂÂ,ÃÀÊ³,20000
¹þ¶û±õ,Ò»Â·Ïò±±£¬áäáàÔÚÍ¯»°°ãµÄÊÀ½çÀï,/2018/11/21,5,2000,ÈýÎåºÃÓÑ,µÚÒ»´Î?Éî¶ÈÓÎ?×Ô¼Ý?»·ÓÎ?ÂþÓÎ?ÉãÓ°?ÃÀÊ³?ÈËÎÄ?»¬Ñ©?¶¬¼¾,50000
ËÕÖÝ,¡¾×ß×ß¿´¿´¡¿ËÕÖÝÐÐ£¬³Ô³Ô¿´¿´,/2018/12/07,3,2000,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©?Í½²½?ÂþÓÎ?ÉÍÇï,9252
ÖØÇì,´ò¿¨¡°É½³Ç¡±¡ª¡ªÖØÇì,/2018/11/29,5,2000,ÈýÎåºÃÓÑ,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?ÃÀÊ³,2359
³É¶¼,äìÈ÷À±Ò»»Ø£¬Ò»¸ö¸£½¨ÈËµÄ³É¶¼¿ìÀÖÖ®ÂÃ,/2018/11/24,3,2500,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©,5932
ÉÏº£,³©ÓÎº£²ý£¬Âú×ãÄã¶Ô´óº£µÄËùÓÐ»ÃÏë,/2018/12/05,2,1000,Ç××Ó,¶ÌÍ¾ÖÜÄ©?ÉãÓ°,42000
¹¥ÂÔ,Î¨ÓÐÃÀÊ³ÓëÃÀ¾°²»¿É¸º¡ª¡ª¼ÇÒ»³¡³É¶¼ÖÜÄ©ÓÎ,/2018/11/16,3,2000,ÇéÂÂ,¶ÌÍ¾ÖÜÄ©,6300
Ì«Ô­,¶þË¢É½Î÷ºÃ·ç¹â£¬ÎÒÃÇ´Ó½úÎ÷ÄÏÂ·¹ý,/2018/11/24,4,1000,ÈýÎåºÃÓÑ,×Ô¼Ý?¹ÅÕò?ÉãÓ°,9998
³¤É³,¡¾·¢ÓÎ¼ÇÓ®ÏÞ¶¨Ê¥µ®ÀñÎï¡¿´©Ô½Ãñ¹úÊ±µÄÀÏ³¤É³£¬ÕÒÑ°¾ÉÊ±³¤É³µÄÎ¶µÀ¡­¡­,/2018/12/05,2,300,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÂþÓÎ?ÉãÓ°?ÃÀÊ³?ÉÍ·ã?ÉÍÇï?Ê¥½Ú,29000
Î÷°²,ÈýÈÕÓÎÃÀÍ¼ÇØ·çÌÆÔÏÎª¹ÅÊÇ¹ÇÃÀÊ³ÃñË×Îª½ñÊÇ½î¡ª¡ªÎ÷°²ÁÃÕ¦ßÖ,/2018/08/24,3,1400,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?Êî¼Ù,42000
¹óÑô,¡¾·¢ÓÎ¼ÇÓ®ÏÞ¶¨Ê¥µ®ÀñÎï¡¿¹óÑô¶Á³Ç¼Ç£¬Óö¼û×îÊæÊÊµÄÇïÈÕÊ±¹â,/2018/11/24,3,1000,¶À×ÔÒ»ÈË,¶ÌÍ¾ÖÜÄ©?ÉÍÇï,9391
½ú³Ç,Ì½ÃØ×îÉ½Î÷£¬½úÊÇÈç´ËÃÀ,/2018/11/23,4,1500,ÈýÎåºÃÓÑ,¹ÅÕò?ÉãÓ°?ÃÀÊ³?ÈËÎÄ,16000
º¼ÖÝ,×ß½øÉ­ÁÖ£¬×ß½øÊ±¹â£¬×ß½øÕã½­µÄÊ«»­É½Ë®,/2018/11/12,5,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?×Ô¼Ý,13000
ÐìÖÝ,2018Äê11ÔÂ¹ÅÄ¹ÅÉÎåÈË×Ô¼ÝÓÎ,/2018/12/03,6,2000,ÈýÎåºÃÓÑ,×Ô¼Ý?¹ÅÕò?ÈËÎÄ?¶¬¼¾,5388
ÉÇÍ·,³±³±³±³±ÖÝÉÇÉÇÉÇÉÇÍ·,/2018/11/24,6,1700,ÇéÂÂ,µÚÒ»´Î?ÉÍÇï,8415
ÖØÇì,¡¾Ê×·¢Ó®ÏÞ¶¨Ê¥µ®ÀñÎï¡¿·ç»¨Ñ©ÔÂÊ«¾Æ²è£¬½âËø´ÓÓ°ÊÓ×ÛÒÕÀï×ß³öÀ´µÄÄ§»ÃÖØÇì,/2018/12/01,4,2000,¹ëÃÛ,Éî¶ÈÓÎ?ÉãÓ°,71000
Äþº£,Ñ°Ò»¸öÑô¹âÃ÷ÃÄµÄÈÕ×Ó£¬×ßÒ»»ØÇ°Í¯¹ÅÕò,/2018/12/01,1,200,¶À×ÔÒ»ÈË,¹ÅÕò?Í½²½?µÚÒ»´Î?¶¬¼¾,14000
æÄÔ´,ÓÐÒ»ÖÖÇï½ÐóòÁë£¬ÕâÀïµÄÇï¿ÉÉÍ¿ÉÉ¹»¹¿É³Ô£¡,/2018/11/19,2,800,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?¹ÅÕò?ÉãÓ°?ÃÀÊ³?ÉÍÇï,13000
Î÷°²,ÏÂ»ÆºÓ¡¢ÉÏ»ªÉ½¡¢ÉÍÇØÙ¸¡¢ÍûÁúÃÅ£¬Î÷°²¡¢ÂåÑôÖÐ»ª¹Å¶¼¼ÇÐÐ,/2018/11/19,7,2500,¹ëÃÛ,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?ÇîÓÎ?Í½²½?ÉãÓ°?ÃÀÊ³?¶¬¼¾,6264
°£ÎäÀ­,Âí±Ò170£¬ÂíÀ´Î÷ÑÇ£¬Èá·ð£¬·áÊ¢¸Û£¬ÌøµºÒ»ÈÕÓÎ,/2018/04/28,1,280,ÇéÂÂ,º£±õº£µº?ÏÄ¼¾,5080
³É¶¼,À´Ò»³¡Å×·òÆú×ÓµÄºº·þÂÃÐÐÈ¥³É¶¼×ö¸ö³Ô¿Í,/2018/11/02,4,2600,¹ëÃÛ,Éî¶ÈÓÎ?ÃÀÊ³?ÉÍÇï,7635
ÉÜÐË,ÉÜÐËÏ±¸¾¶ù´øÄã¹äÉÜÐË£º±Ø´ò¿¨ºÍÐÂ·¢ÏÖ,/2018/11/22,3,1500,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?¹ÅÕò?ÃÀÊ³,11000
ÎÂÁë,¸°Ò»³¡É½º£Ö®Ô¼£¬ÒþÃØ¶øµÍµ÷,/2018/11/13,3,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?×Ô¼Ý,19000
³É¶¼,ÎÄÒÕÓÖÄ¦µÇµÄ³É¶¼£¬ºÃ³ÔµÄÒ²²»½ö½öÊÇ»ð¹ø,/2018/11/16,3,1300,¶À×ÔÒ»ÈË,Éî¶ÈÓÎ?Í½²½?ÂþÓÎ?¹ºÎï?ÉãÓ°?ÃÀÊ³?ÈËÎÄ,59020000
Î÷°²,ÃÎ»Ø³¤°²¡ªÎ÷°²×Ô¼Ý´©Ô½Ö®ÂÃ£¨¸½ÃÀÊ³ºÏ¼¯ºÍºº·þÅÄÉãÖ¸ÄÏ£©,/2018/11/26,5,2000,ÇéÂÂ,Éî¶ÈÓÎ?×Ô¼Ý?ÉãÓ°,50000
³É¶¼,ÕÒÒ»×ù³ÇÓö¼û²»Ò»ÑùµÄÌì¸®Ö®³Ç£¨ÃÀÊ³Ì½µê+¾°µã´ò¿¨£©,/2018/11/16,5,2800,¹ëÃÛ,ÉãÓ°?ÃÀÊ³,38000
³É¶¼,¸úÎÒ×ß°É£¬Ò»ÆðÈ¥³É¶¼×ßÒ»×ß£¬Äã»á·¢ÏÖ´ø²»×ßµÄ¾ÓÈ»ÊÇËü£¿,/2018/11/26,7,2000,¹ëÃÛ,Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?ÇîÓÎ?×Ô¼Ý?ÃÀÊ³?ÈËÎÄ?ÎÂÈª?»¬Ñ©?Êî¼Ù?º®¼Ù,61630000
ÉÜÐË,¡¾ÀÏÉÜÐË¡¤×í½­ÄÏ¡¿ÖØ»ØÑ§ÉúÊ±´ú£¬ÖØ×ßÉÜÐËÂ·,/2018/11/22,3,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¹ÅÕò?ÉÍÇï,17000
ÉÏº£,¡¾ÉÏº£º£²ýº£Ñó¹«Ô°¡¿·Å·ÉÔÚÀ¶É«µÄÉñÆæÊÀ½çÀï,/2018/11/17,1,200,ÈýÎåºÃÓÑ,ÂþÓÎ,14000
³É¶¼,³É¶¼72Ð¡Ê±£¬Èç¹ûÄãÇïÌìÀ´³É¶¼µÄ»°£¬²»Òª´í¹ýÕâÐ©µØ·½,/2018/11/16,3,1000,Ç××Ó,ÂþÓÎ?ÉãÓ°?ÃÀÊ³?¶¬¼¾,24000
¿¦ÄÉË¹,Çïºó-ÃÀÄåµÄÐÂ½®,/2018/10/21,10,2000,ÈýÎåºÃÓÑ,ÉãÓ°,11000
ÌÚ³å,ÇïÓ¡.?ÌÚ³å,/2018/11/16,4,1000,¼ÒÍ¥,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÉãÓ°?ÃÀÊ³?ÎÂÈª?ÉÍÇï,4587
Î÷°²,¸ÐÊÜÀúÊ·£¬ÏíÊÜÃÀÊ³£¬³¬¼¶ÂèÂè´øÍÞ³Ô³Ô³ÔµÄÎ÷°²ËÄÈÕÖ®ÂÃ,/2018/11/23,4,1800,Ç××Ó,ÃÀÊ³?ÈËÎÄ?ÉÍÇï,4348
Â¤ÄÏ,Ò»ÌõÒþÄäÔÚáºÉ½ÇØÁëºá¶ÏÉ½Âö´¨²Ø¸ßÔ­µÄÃØ¾³ºÜ¶àÈË¾¹²»ÖªµÀ£¡,/2018/10/23,10,2310,ÇéÂÂ,Éî¶ÈÓÎ?×Ô¼Ý?ÉÍÇï,7707
°¢¶ûÉ½,Ì½ÃØ¡¶Ç×°®µÄ¿ÍÕ»2¡·ÅÄÉãµØ£¬ÔÚ°¢¶ûÉ½Óö¼ûÊ«ºÍÔ¶·½,/2018/11/01,5,1500,ÈýÎåºÃÓÑ,µÚÒ»´Î?Éî¶ÈÓÎ?ÉãÓ°,11000
Àö½­,ÔÆÄÏ|·ðÏµÌÓÍö£¬ÔÚÑ©É½ÌôÕ½¶íÎè½Ú×à¸Ð£¬ÔÚ·ç»¨Ñ©ÔÂ½ÓÉúÆßÐ¡Ö»¡£,/2017/11/25,12,2400,ÈýÎåºÃÓÑ,µÚÒ»´Î?Éî¶ÈÓÎ?ÃÀÊ³,8773
ÎÂÁë,Êï¹âÊ×ÕÕµØ£¬¶«º£ºÃÍû½Ç¡ª¡ªÈýÌìÁ½Ò¹ÁìÂÔ¡°É½¡¢º£¡¢Êï¹â¡¢íÏ¡±×é³ÉµÄÎÂÁëÉ½º£·ç¹â,/2018/11/22,3,2000,ÈýÎåºÃÓÑ,ÈËÎÄ?ÉÍÇï,5256
ËÕÖÝ,ÄÏº£Ê¥¾³ÆÕÍÓÐÐ£¨Ä¾äÂ¹ÅÕò£¬ÆÕÍÓÉ½£¬ÖÜ¶÷À´¹Ê¾Ó;¼ÍÄî¹Ý£©,/2018/11/16,5,2000,¼ÒÍ¥,ÂþÓÎ?ÉÍÇï,4659
Ö£ÖÝ,ÉîÇïÖÐÔ­Ö®ÐÐÎ÷°²ÂåÑôÖ£ÖÝÆßÌì×ÔÓÉÐÐ,/2018/11/12,7,2380,ÇéÂÂ,µÚÒ»´Î?ÇîÓÎ?ÃÀÊ³?ÈËÎÄ?Ê¥½Ú,2818
ÎÂÁë,¶à²ÊÎÂÁë£¬º£±ßµÄ·çÓÖ´µÏòÔ¶·½,/2018/11/13,3,2500,ÈýÎåºÃÓÑ,µÚÒ»´Î?ÉÍÇï,24000
Àö½­,¹ÅÉ«¹ÅÏãµÄÀö½­£¬·ç»¨Ñ©ÔÂµÄ´óÀí£¬×Ü»áÓö¼û×îÃÀ×Ô¼º~,/2018/11/04,9,2500,¶À×ÔÒ»ÈË,±ÏÒµÓÎ,4272
Æ½Àû,Ð¡ÖÚÉÂÎ÷±¡ºÉÉ«µÄÏÄÌì£¬½Ò¿ª°ÍÉ½Éî´¦µÄÉñÃØÌìÊé,/2018/08/01,2,450,ÈýÎåºÃÓÑ,µÚÒ»´Î?×Ô¼Ý?ÏÄ¼¾?Êî¼Ù,5916
ÖÜ×¯,½­ËÕ¡¤ÖÜ×¯¹ÅÕò3Ìì2Íí×ÔÓÉÐÐ,/2018/04/05,3,2496,¹ëÃÛ,¶ÌÍ¾ÖÜÄ©?ÇåÃ÷,100
³É¶¼,ËÄÌì³É¶¼ÃÀÊ³Ö®ÂÃ£¬Ô­À´³É¶¼³ýÁË»ð¹ø£¬»¹ÓÐÕâÐ©¡­¡­,/2018/10/24,4,2000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÂþÓÎ?¹ÅÕò?ÃÀÊ³,13000
äàÑô,Ð¡ÖÚÓÎäàÑô£¬Öñº£É­ÁÖÀïµÄÌìÈ»Ñõ°É,/2018/11/09,3,1000,ÈýÎåºÃÓÑ,ÉãÓ°?ÃÀÊ³?ÎÂÈª?ÉÍÇï,12000
³É¶¼,ËÄÌìÈýÒ¹µÄ³É¶¼ÃÀÊ³Ö®ÂÃ£¬³Ô»õ±Ø±¸µÄ·¨±¦,/2018/11/18,4,1500,ÈýÎåºÃÓÑ,ÂþÓÎ?ÃÀÊ³?ÉÍÇï,20000
³É¶¼,¹ä³Ô³É¶¼£¬ÄÇÐ©ÄãÖªµÀµÄ²»ÖªµÀµÄ³É¶¼Î¶¶ù,/2018/11/06,4,1000,ÈýÎåºÃÓÑ,ÉãÓ°?ÃÀÊ³,8991
ÖØÇì,Ô­À´Íøºì³ÇÊÐÖØÇìÖÜ±ß£¬»¹Òþ²ØÁËÕâÈý´óÈËÎÄÀúÊ·¾°µã£¬ÖµµÃÀ´£¡,/2018/11/12,3,2000,ÈýÎåºÃÓÑ,µÚÒ»´Î?¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÈËÎÄ,9700
³É¶¼,¼ÇµÚÒ»´Î³É¶¼Ö®ÂÃ£¬ÔÚÃÀÎ¶ÖÐ¶È¹ýÒ»¶ÎÄÑÍüµÄÂÃ³Ì,/2018/11/01,4,2000,ÈýÎåºÃÓÑ,µÚÒ»´Î?ÃÀÊ³?ÈËÎÄ,5368
Ç§µººþ,Å¯ÇïÊ±·Ö£¬ÄãÎÒåâåËÃÀºÃÇ§µººþ,/2018/11/02,3,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÉÍÇï,8354
³É¶¼,ËÄ´¨|ÕýÈ·´ò¿ª³É¶¼ÃÀ¾°ÃÀÊ³ÓÎ¼Ç¹¥ÂÔ¡¾µÚ¶þ¼¯¡¿,/2018/11/08,3,2000,ÈýÎåºÃÓÑ,¹ÅÕò?ÉãÓ°?ÃÀÊ³,294000
ÀöË®,ÀöË®Èý³Ç¼Ç£¬¸°Ò»³¡ÓëÀöË®µÄÇïÈÕÔ¼»á,/2018/11/10,5,2000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?ÈËÎÄ,3502
ÌìÄ¿ºþ,»·±§Öñº££¬³©ÏíÎÂÈª£¬ÕâÑùµÄÖÜÄ©×íÈËÉú£¡,/2018/11/10,2,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÎÂÈª?¶¬¼¾,15000
Ìì½ò,»»¸ö³ÇÊÐÉú»î¡ª¡¾Ìì½ò¡¿,/2018/11/01,4,1500,ÈýÎåºÃÓÑ,ÇîÓÎ?ÃÀÊ³?ÉÍÇï,7608
Ïã¸Û,¡¾¸ú×Åºº±¤°ü°üÓÎÏã¸Û¡¿Âþ²½¸ÛÎ¶¾ÉÊ±¹â,/2018/04/26,4,2000,ÇéÂÂ,Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?ÉãÓ°?ÃÀÊ³?ÈËÎÄ?ÎåÒ»,16000
äàÑô,Èý·¬ÖÁäàÑô£¬åâåËÄÏÉ½Öñº£,/2018/11/13,2,1000,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?¶ÌÍ¾ÖÜÄ©?ÉãÓ°?ÈËÎÄ?¶¬¼¾,13000
³É¶¼,¡¾³É¶¼¡¿ºÃÓêÖªÊ±½Ú£¬»¨ÖØ½õ¹Ù³Ç,/2018/10/27,3,2300,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÃÀÊ³?ÈËÎÄ?Êî¼Ù,79000
ÖØÇì,»ð¹øÖ®³ÇÎÄÒÕÖØÇì,/2018/11/12,2,2000,¼ÒÍ¥,Éî¶ÈÓÎ?ÉãÓ°?ÃÀÊ³?ÈËÎÄ,7089
¼ÃÄÏ,KK³©ÓÎÉ½¶«Ö®¶þ,/2018/11/05,5,2100,¹ëÃÛ,Í½²½?ÈËÎÄ?ÉÍ·ã?ÉÍÇï,3458
Íþº£,KK³©ÓÎÑÌÌ¨Íþº£Ö®Ò»,/2018/11/03,4,2300,¶À×ÔÒ»ÈË,º£±õº£µº?Í½²½?ÉÍÇï,7254
ÕÅ¼Ò¸Û,¡¾ÔÙÓÎÕÅ¼Ò¸Û¡¿·ãÒ¶Ý¶»¨¼ä£¬Ñ°¸Û³ÇÇïÉ«,/2018/11/02,3,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?ÉãÓ°?ÃÀÊ³?ÈËÎÄ?ÉÍÇï,25000
¶«Óª,»ÆºÓÈëº£¿Ú£¬¸ÏÒ»³¡Ô­Ê¼²ÔÃ£µÄÇï,/2018/10/23,3,1000,ÈýÎåºÃÓÑ,¶ÌÍ¾ÖÜÄ©?×Ô¼Ý?ÉãÓ°?º£±õº£µº?ÉÍÇï,26000
¸£ÖÝ,éÅ³Ç¸£ÖÝ£¬ÔÚ°ËÃöÊ×¸®·¢ÏÖ¸£½¨±ðÑùÃÀ,/2018/10/29,4,2000,¼ÒÍ¥,¶ÌÍ¾ÖÜÄ©,17000
¸Ê×Î,ÐÐÐÐÉãÉã£¬Î÷ÐÐ´¨Î÷,/2018/08/10,15,2500,ÈýÎåºÃÓÑ,Éî¶ÈÓÎ?×Ô¼Ý?»·ÓÎ?ÉãÓ°?ÏÄ¼¾,5031
